03.03.2021	PRELIM	TOTAL	2758248	MAR 21	2628853	JUN 21	128328	SEP 21	908	DEC 21	139	MAR 22	20	
04.03.2021	FINAL	TOTAL	2753690	MAR 21	2612677	JUN 21	139927	SEP 21	917	DEC 21	149	MAR 22	20	
05.03.2021	FINAL	TOTAL	2764453	MAR 21	2610871	JUN 21	152436	SEP 21	974	DEC 21	152	MAR 22	20	
08.03.2021	FINAL	TOTAL	2778601	MAR 21	2613007	JUN 21	164446	SEP 21	977	DEC 21	151	MAR 22	20	
09.03.2021	FINAL	TOTAL	2779898	MAR 21	2577850	JUN 21	200897	SEP 21	980	DEC 21	151	MAR 22	20	
10.03.2021	FINAL	TOTAL	2801347	MAR 21	2527467	JUN 21	272716	SEP 21	993	DEC 21	151	MAR 22	20	
11.03.2021	FINAL	TOTAL	2851501	MAR 21	2264419	JUN 21	585903	SEP 21	1007	DEC 21	152	MAR 22	20	
12.03.2021	PRELIM	TOTAL	2901594	MAR 21	1829316	JUN 21	1071049	SEP 21	1056	DEC 21	153	MAR 22	20	
15.03.2021	FINAL	TOTAL	3019884	MAR 21	1146463	JUN 21	1872176	SEP 21	1079	DEC 21	146	MAR 22	20	
16.03.2021	PRELIM	TOTAL	3082064	MAR 21	751933	JUN 21	2328688	SEP 21	1277	DEC 21	146	MAR 22	20	
